ID,Mien,Part of Speech,English,French,Thai,Lao,Vietnamese,Chinese,Mandarin,Cantonese,Note (English),Note (French),Note (Thai),Note (Lao),Note (Vietnamese),Note (Chinese),Example (Mien),Example (English),Example (French),Example (Thai),Example (Lao),Example (Vietnamese),Example (Chinese),Variant,Synonym,Usage,Origin,AudioOriginal,AudioAI,AudioExample
11005,qiex,noun,tone of word,ton des mots,น้ำเสียงของคำ,ນໍ້າສຽງຂອງຄຳສັບ,thanh điệu của từ,词调,cídiào,ci4 diu6,,,,,,,,,,,,,,,,,,Original/qiex.mp3,AI/qiex_AI.mp3,
11006,qiex,noun,breath,haleine,ลมหายใจ,ລົມຫາຍໃຈ,hơi thở,呼吸,hū xī,fu1 kap1,,,,,,,,,,,,,,,,,,Original/qiex.mp3,AI/qiex_AI.mp3,
11007,qiex,noun,air,air,อากาศ,ອາກາດ,không khí,空气,kōngqì,hung1 hei3,,,,,,,,,,,,,,,,,,Original/qiex.mp3,AI/qiex_AI.mp3,
11008,qiex,noun,sound,son,เสียง,ສຽງ,âm thanh,声音,shēngyīn,sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex.mp3,AI/qiex_AI.mp3,
11009,qiex,noun,voice,voix,เสียง,ສຽງ,giọng,声音,shēngyīn,sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex.mp3,AI/qiex_AI.mp3,
11010,qiex beqv,adjective,impatient,impatient,ใจร้อน,ບໍ່ອົດທົນ,thiếu kiên nhẫn,不耐烦,bù nài fán,bat1 noi6 faan4,,,,,,,,,,,,,,,,,,Original/qiex_beqv.mp3,AI/qiex_beqv_AI.mp3,
11011,qiex beqv,noun,hot temper,tempérament colérique,อารมณ์ร้อน,ໃຈຮ້ອນ,nóng tính,暴脾气,bào pí qì,bou6 pei4 hei3,,,,,,,,,,,,,,,,,,Original/qiex_beqv.mp3,AI/qiex_beqv_AI.mp3,
11012,qiex dangx,verb,to stop breathing (and die),cesser de respirer (et mourir),เพื่อหยุดหายใจ (และเสียชีวิต),ຢຸດຫາຍໃຈ (ແລະຕາຍ),ngừng thở,断气,duàn qì,dyun6 hei3,,,,,,,,,,,,,,,,,,Original/qiex_dangx.mp3,AI/qiex_dangx_AI.mp3,
11025,qiex-jiez,adjective,mad,fou,โกรธ,ບ້າ,điên,疯,fēng,fung1,,,,,,,,,,,,,,,,,,Original/qiex_jiez.mp3,AI/qiex_jiez_AI.mp3,
11026,qiex-jiez,adjective,angry,en colère,โกรธ,ໃຈຮ້າຍ,giận,生气,shēngqì,sang1 hei3,,,,,,,,,,,,,,,,,,Original/qiex_jiez.mp3,AI/qiex_jiez_AI.mp3,
11013,qiex laic,noun,high-pitched voice,voix aiguë,เสียงแหลมสูง,ສຽງສູງ,giọng cao,高音,gāo yīn,gou1 jam1,,,,,,,,,,,,,,,,,,Original/qiex_laic.mp3,AI/qiex_laic_AI.mp3,
11014,qiex laic,noun,shrill sound,son strident,เสียงแหลม,ສຽງດັງໆ,tiếng chói tai,尖叫声,jiānjiào shēng,zim1 giu3 sing1,,,,,,,,,,,,,,,,,,Original/qiex_laic.mp3,AI/qiex_laic_AI.mp3,
11015,qiex linh,noun,continuous voice (in singing),voix continue (en chant),เสียงต่อเนื่อง (ในการร้องเพลง),ສຽງຕໍ່ເນື່ອງ,giọng vang,连贯的声音,liánguàn de shēngyīn,lin4 gun3 dik1 sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex_linh.mp3,AI/qiex_linh_AI.mp3,
11016,qiex mbueiz,noun,"soft, muffled voice",voix douce et étouffée,เสียงเบา แผ่วเบา,"ສຽງອ່ອນໆ, ສຽງອືດອຽງ",giọng nghẹt,低沉声,dīchén shēng,dai1 cam4 sing1,,,,,,,,,,,,,,,,,,Original/qiex_mbueiz.mp3,AI/qiex_mbueiz_AI.mp3,
11017,qiex mbuov,noun,rough or hoarse voice (as due to laryngitis or heavy cold),voix rauque ou enrouée (comme à cause d'une laryngite ou d'un gros rhume),เสียงแหบหรือเสียงหยาบ (เช่น เนื่องจากการอักเสบของกล่องเสียงหรือเป็นหวัดอย่างรุนแรง),ສຽງຫຍາບ ຫຼື ສຽງແຫບ (ເຊັ່ນ: ຍ້ອນໄຂ້ຫວັດໃຫຍ່ ຫຼື ໄຂ້ຫວັດໜັກ),giọng khàn,沙哑声音,shāyǎ shēngyīn,saa1 aa2 sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex_mbuov.mp3,AI/qiex_mbuov_AI.mp3,
11018,qiex mbuov,noun,"deep, soft, pleasant-sounding speaking voice","voix parlée grave, douce et agréable",น้ำเสียงทุ้ม นุ่มนวล ไพเราะ,"ສຽງເວົ້າທີ່ເລິກ, ອ່ອນໂຍນ, ຟັງແລ້ວໜ້າພໍໃຈ",giọng trầm êm,低沉柔和的声音,dīchén róuhé de shēngyīn,dai1 cam4 jau4 wo4 dik1 sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex_mbuov.mp3,AI/qiex_mbuov_AI.mp3,
11019,qiex mbuov,noun,muffled sound,son étouffé,เสียงอู้อี้,ສຽງທີ່ມົວໆ,âm thanh nghẹt,闷响,mènxiǎng,mun6 hoeng2,,,,,,,,,,,,,,,,,,Original/qiex_mbuov.mp3,AI/qiex_mbuov_AI.mp3,
11027,qiex-nyiemz,noun,pleasing or pleasant voice,voix agréable ou plaisante,เสียงที่ไพเราะหรือน่าฟัง,ສຽງທີ່ໜ້າພໍໃຈ ຫຼື ສຽງທີ່ມ່ວນ,êm tai,悦耳,yuè’ěr,jyut6 ji5,,,,,,,,,,,,,,,,,,Original/qiex_nyiemz.mp3,AI/qiex_nyiemz_AI.mp3,
11020,qiex sormv,noun,"scratchy, feeble voice (as someone with laryngitis)",Voix rauque et faible (comme celle de quelqu'un souffrant de laryngite),เสียงแหบพร่า อ่อนแรง (เหมือนคนที่เป็นโรคกล่องเสียงอักเสบ),"ສຽງດັງ, ອ່ອນເພຍ (ຄືກັບຄົນທີ່ເປັນພະຍາດຫຼອດສຽງອັກເສບ)",giọng khàn yếu,沙哑虚弱的声音,shāyǎ xūruò de shēngyīn,saa1 aa2 heoi1 joek6 dik1 sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex_sormv.mp3,AI/qiex_sormv_AI.mp3,
11021,qiex suonc,noun,gentle voice,voix douce,เสียงนุ่มนวล,ສຽງອ່ອນໂຍນ,giọng nhẹ,柔声,róu shēng,jau4 sing1,,,,,,,,,,,,,,,,,,Original/qiex_suonc.mp3,AI/qiex_suonc_AI.mp3,
11022,qiex suonc,noun,soft voice,voix douce,เสียงนุ่มนวล,ສຽງອ່ອນໆ,giọng dịu,柔声,róushēng,jau4 sing1,,,,,,,,,,,,,,,,,,Original/qiex_suonc.mp3,AI/qiex_suonc_AI.mp3,
11023,qiex suonc,noun,calm voice,voix calme,น้ำเสียงที่สงบ,ສຽງສະຫງົບ,giọng bình tĩnh,平静的声音,píngjìng de shēngyīn,ping4 zing6 dik1 sing1 jam1,,,,,,,,,,,,,,,,,,Original/qiex_suonc.mp3,AI/qiex_suonc_AI.mp3,
11024,qiex zutc,adjective,unbale to breathe,incapable de respirer,หายใจไม่ออก,ຫາຍໃຈບໍ່ອອກ,không thở được,无法呼吸,wúfǎ hūxī,mou4 faat3 fu1 kap1,,,,,,,,,,,,,,,,,,Original/qiex_zutc.mp3,AI/qiex_zutc_AI.mp3,
11028,qih qungx,intensifier,chi chung (Mien),chi chung (Mien),ชีฉุง (เมี่ยน),ຈີ ຈົງ (ມຽນ),qih qungx,qi群,qī qún,ci1 kwan4,"Intensifier for some sound sounds, verbs, or adjectives that begins wit q.","Intensificateur pour certains sons, verbes ou adjectifs qui commencent par q.",คำเสริมความหมายสำหรับเสียง คำกริยา หรือคำคุณศัพท์บางคำที่ขึ้นต้นด้วย q,"ຕົວເພີ່ມຄວາມເຂັ້ມຂອງສຽງບາງສຽງ, ຄຳກິລິຍາ ຫຼື ຄຸນນາມທີ່ເລີ່ມຕົ້ນດ້ວຍ q.","Từ nhấn mạnh cho một số âm thanh, động từ hoặc tính từ bắt đầu bằng q.",以 q 开头的某些声音、动词或形容词的加强语气词。,qih qungx qaau: sound of multiple objects falling and breaking.,,,,,,,,,,,Original/qih_qungx.mp3,AI/qih_qungx_AI.mp3,
11029,qoix,adjective,bumpy,cahoteux,ขรุขระ,ເປັນຂຸຂະ,gồ ghề,颠簸,diānbǒ,din1 bo2,,,,,,,,,,,,,,,,,,Original/qoix.mp3,AI/qoix_AI.mp3,
11030,qoix,adjective,rocky and rough,rocailleux et accidenté,เป็นหินและขรุขระ,ຫີນ ແລະ ຫຍາບຄາຍ,gồ ghề đá,崎岖,qíqū,kei1 keoi1,,,,,,,,,,,,,,,,,,Original/qoix.mp3,AI/qoix_AI.mp3,
11031,qongx,classifier,chong (Mien),chong (Mien),ห้อง,ຫ້ອງ,qongx,qongx,qongx,qongx,"Classifier for room, divisions of a house, sections of a long objects, or narrow fields.","Classificateur pour pièce, divisions d'une maison, sections d'objets longs ou champs étroits.","คำจำแนกประเภทสำหรับห้อง, ส่วนต่างๆ ของบ้าน, ส่วนต่างๆ ของวัตถุยาว หรือพื้นที่แคบๆ","ຕົວຈຳແນກປະເພດສຳລັບຫ້ອງ, ການແບ່ງສ່ວນຂອງເຮືອນ, ພາກສ່ວນຂອງວັດຖຸຍາວ ຫຼື ທົ່ງນາແຄບ.","Bộ phân loại dùng để chỉ phòng, các khu vực trong nhà, các phần của vật thể dài hoặc các cánh đồng hẹp.",用于分类房间、房屋的隔间、长条形物体的部分或狭窄的田地。,,,,,,,,,,,,Original/qongx.mp3,AI/qongx_AI.mp3,
11032,qongx,noun,section,section,ส่วน,ພາກ,phần,部分,bùfèn,bou6 fan6,,,,,,,,,,,,,,,,,,Original/qongx.mp3,AI/qongx_AI.mp3,
11033,qongx,noun,room,chambre,ห้อง,ຫ້ອງ,phòng,房间,fángjiān,fong4 gaan1,,,,,,,,,,,,,,,,,,Original/qongx.mp3,AI/qongx_AI.mp3,
11034,qorkv,noun,chalk,craie,ชอล์ก,ດິນສໍຂາວ,đá vôi,石灰,shí huī,sek6 fui1,,,,,,,,,,,,,,,,,,Original/qorkv.mp3,AI/qorkv_AI.mp3,
11035,qorng,noun,framework,cadre,กรอบ,ຂອບ,khuôn khổ,骨架,gǔ jià,gwat1 gaa2,,,,,,,,,,,,,,,,,,Original/qorng.mp3,AI/qorng_AI.mp3,
11036,qorng,noun,skeleton (of the body),squelette (du corps),โครงกระดูก (ของร่างกาย),ໂຄງກະດູກ,bộ xương cơ thể,骨骼,gǔgé,gwat1 gaak3,,,,,,,,,,,,,,,,,,Original/qorng.mp3,AI/qorng_AI.mp3,
11037,qorng,noun,frame,cadre,เฟรม,ກອບ,giá,构架,gòu jià,kau3 gaa2,,,,,,,,,,,,,,,,,,Original/qorng.mp3,AI/qorng_AI.mp3,
11038,qorngh,adjective,tall and skinny,grand et mince,สูงและผอม,ສູງແລະຜອມ,cao nhẳng,細長,xìcháng,sai3 coeng4,,,,,,,,,,,,,,,,,,Original/qorngh.mp3,AI/qorngh_AI.mp3,
11039,qorqv,adjective,irritating,irritant,น่ารำคาญ,ລະຄາຍເຄືອງ,gây kích ứng,刺激的,cìjī de,cik1 gik1 dik1,,,,,,,Fanh ziu qorqv bieqc yie nyei m'zing: Hot peppers are irritating my eyes.,,,,,,,,,,,Original/qorqv.mp3,AI/qorqv_AI.mp3,
11040,qorqv,adjective,abrasive,abrasif,สารกัดกร่อน,ຂັດ,thô lỗ,粗鲁,cūlǔ,cou1 lou5,,,,,,,Ninh qorqv haic: He is very abrasive.,,,,,,,,,,,Original/qorqv.mp3,AI/qorqv_AI.mp3,
11041,qou,verb,to wiggle,se tortiller,ขยับ,ສັ່ນໄປມາ,ngọ nguậy,扭动,niǔ dòng,nau2 dung6,,,,,,,,,,,,,,,,,,Original/qou.mp3,AI/qou_AI.mp3,
11042,qou,verb,to reclear land,pour défricher les terres,เพื่อเคลียร์พื้นที่ดิน,ເພື່ອຖາງດິນຄືນໃໝ່,phát hoang lại,重新开荒,chóng xīn kāi huāng,cung4 san1 hoi1 fong1,,,,,,,,,,,,,,,,,,Original/qou.mp3,AI/qou_AI.mp3,
11043,qou,verb,to slither,glisser,เลื้อย,ເລືອໄປເລືອມາ,"trườn, bò ngoằn ngoèo",蜿蜒爬行,wānyán páxíng,waan1 jin4 paa4 hang4,,,,,,,,,,,,,,,,,,Original/qou.mp3,AI/qou_AI.mp3,
11044,qouv,verb,to mix,mélanger,เพื่อผสม,ປະສົມ,nhào trộn,攪拌,jiǎo bàn,gaau2 bun6,,,,,,,,,,,,,,,,,,Original/qouv.mp3,AI/qouv_AI.mp3,
11045,qouv,verb,to stir,remuer,คนให้เข้ากัน,ກະຕຸ້ນ,khuấy,搅动,jiǎodòng,gaau2 dung6,,,,,,,,,,,,,,,,,,Original/qouv.mp3,AI/qouv_AI.mp3,
11046,qoux,verb,to go,aller,ไป,ໄປ,đi,去,qù,heoi3,,,,,,,,,,,,,,,,Literary,,Original/qoux.mp3,AI/qoux_AI.mp3,
11047,qoux,verb,to journey,faire le voyage,การเดินทาง,ເດີນທາງໄປ,đi du lịch,遊歷,yóu lì,jau4 lik6,,,,,,,,,,,,,,,,Literary,,Original/qoux.mp3,AI/qoux_AI.mp3,
11048,qoux,verb,to travel,voyager,การเดินทาง,ທ່ອງທ່ຽວ,đi du lịch,旅行,lǚxíng,leoi5 hang4,,,,,,,,,,,,,,,,Literary,,Original/qoux.mp3,AI/qoux_AI.mp3,
11049,qox,noun,scabies,gale,หิด,ຂີ້ຫິດ,ghẻ,疥疮,jièchuāng,gaai3 cong1,,,,,,,,,,,,,,,,,,Original/qox.mp3,AI/qox_AI.mp3,
11050,qox,noun,skin mites,acariens de la peau,ไรผิวหนัง,ແມງຜິວໜັງ,mạt bụi da,皮肤螨虫,pífū mǎnchóng,pei4 fu1 mun4 cung4,,,,,,,,,,,,,,,,,,Original/qox.mp3,AI/qox_AI.mp3,
11051,qox-siqv,noun,raw and very itchy skin condition caused by parasitic mites,Affection cutanée à vif et très irritante causée par des acariens parasites,อาการผิวหนังอักเสบและคันอย่างรุนแรงที่เกิดจากไรปรสิต,ສະພາບຜິວໜັງດິບ ແລະ ຄັນຫຼາຍ ເຊິ່ງເກີດຈາກແມງກະເບື້ອ,tình trạng da đỏ và rất ngứa,皮肤红肿瘙痒,pífū hóngzhǒng sàoyǎng,pei4 fu1 hung4 zung2 sou3 joeng5,,,,,,,,,,,,,,,,Idiom,,Original/qox_siqv.mp3,AI/qox_siqv_AI.mp3,
11052,qui,adjective,totally burned up,complètement brûlé,ไหม้เกรียมไปหมดแล้ว,ໄໝ້ໝົດແລ້ວ,cháy rụi,烧光,shāo guāng,siu1 gwong1,,,,,,,,,,,,,,,,,,Original/qui.mp3,AI/qui_AI.mp3,
11053,qui,verb,to disappear,disparaître,หายไป,ຫາຍໄປ,biến mất,消失,xiāoshī,siu1 sat1,,,,,,,,,,,,,,,,,,Original/qui.mp3,AI/qui_AI.mp3,
11054,qui,verb phrase,become extinct,disparaître,สูญพันธุ์,ສູນພັນ,tuyệt chủng,灭绝,mièjué,mut6 zyut6,,,,,,,,,,,,,,,,,,Original/qui.mp3,AI/qui_AI.mp3,
11055,qungx,adverb,chort (Mien),chort (Mien),ฉอด (เมี่ยน),ໂຊດ (ມຽນ),qungx,qungx,qungx,qungx,"Intensifier for qortc ""scratching sound.""",Intensificateur pour le son de grattement qortc.,"ตัวเร่งเสียงสำหรับ ""เสียงขูดขีด"" ของ qortc","ຕົວເພີ່ມສຽງສຳລັບ qortc ""ສຽງຂູດ"".","Từ tăng cường cho qortc ""âm thanh cào"".",qortc“刮擦声”的增强器。,,,,,,,,,,,,Original/qungx.mp3,AI/qungx_AI.mp3,
11056,qunh,verb,to move as group or crowd,se déplacer en groupe ou en foule,เคลื่อนที่ไปเป็นกลุ่มหรือเป็นฝูงชน,ເຄື່ອນຍ້າຍເປັນກຸ່ມ ຫຼື ເປັນຝູງຊົນ,di chuyển thành nhóm,成群移动,chéng qún yídòng,sing4 kwan4 ji4 dung6,,,,,,,,,,,,,,,,,,Original/qunh.mp3,AI/qunh_AI.mp3,
11057,quonh,noun,great strength,grande force,ความแข็งแกร่งอันยิ่งใหญ่,ຄວາມເຂັ້ມແຂງອັນຍິ່ງໃຫຍ່,sức mạnh lớn,巨大力量,jù dà lì liàng,geoi6 daai6 lik6 loeng6,,,,,,,,,,,,,,,,,Chinese,Original/quonh.mp3,AI/quonh_AI.mp3,
11058,quonh,noun,power,pouvoir,พลัง,ພະລັງ,quyền lực,力量,lìliàng,lik6 loeng6,,,,,,,,,,,,,,,,,Chinese,Original/quonh.mp3,AI/quonh_AI.mp3,
11059,quonh nernh,noun,supreme authority,autorité suprême,อำนาจสูงสุด,ອຳນາດສູງສຸດ,quyền lực tối cao,最高權威,zuìgāo quánwēi,zeoi3 gou1 kyun4 wai1,,,,,,,,,,,,,,,,,,Original/quonh_nernh.mp3,AI/quonh_nernh_AI.mp3,
11060,quoqv,noun,Chinese-type song in which faster tempo and natural voice is used,Chanson de type chinois dans laquelle un tempo plus rapide et une voix naturelle sont utilisés,เพลงสไตล์จีนที่มีจังหวะเร็วและใช้เสียงธรรมชาติ,ເພງປະເພດຈີນທີ່ໃຊ້ຈັງຫວະທີ່ໄວຂຶ້ນ ແລະ ສຽງທີ່ເປັນທຳມະຊາດ,nhạc Trung nhanh,快板歌,kuài bǎn gē,faai3 baan2 go1,,,,,,,,,,,,,,,,Literary,Chinese,Original/quoqv.mp3,AI/quoqv_AI.mp3,
11061,quoqv,noun,melody or tune of song,mélodie ou air de chanson,ทำนองหรือท่วงทำนองของเพลง,ທຳນອງ ຫຼື ທຳນອງເພງ,giai điệu bài hát,曲调,qǔdiào,kuk1 diu6,,,,,,,,,,,,,,,,Literary,Chinese,Original/quoqv.mp3,AI/quoqv_AI.mp3,
11062,qutv,verb,to admit defeat,admettre sa défaite,ยอมรับความพ่ายแพ้,ຍອມຮັບຄວາມພ່າຍແພ້,nhận thua,认输,rènshū,jam6 syu1,,,,,,,,,,,,,,,,,,Original/qutv.mp3,AI/qutv_AI.mp3,
11063,qutv,verb,to surrender,se rendre,เพื่อยอมจำนน,ຍອມຈຳນົນ,đầu hàng,投降,tóu xiáng,tau4 hong4,,,,,,,,,,,,,,,,,,Original/qutv.mp3,AI/qutv_AI.mp3,
11064,qutv,verb,to back down (from confrontation),reculer (face à la confrontation),ยอมถอย (จากการเผชิญหน้า),ຖອຍຫຼັງ (ຈາກການປະເຊີນໜ້າ),rút lui,退縮,tuìsuō,teoi3 suk1,,,,,,,,,,,,,,,,,,Original/qutv.mp3,AI/qutv_AI.mp3,
11145,sa'bing,noun,spring (coiled metal),ressort (métal enroulé),สปริง (โลหะขด),ສະປິງ (ໂລຫະມ້ວນ),lò xo (kim loại cuộn),弹簧（卷绕金属）,tánhuáng (juǎnrào jīnshǔ),daan6 wong4 (gyun2 jiu5 gam1 suk6),,,,,,,,,,,,,,,,,English,Original/sa_bing.mp3,AI/sa_bing_AI.mp3,
11146,sa'daauc,noun,"large, distinct sores on the body",grandes plaies distinctes sur le corps,แผลขนาดใหญ่ที่เห็นได้ชัดเจนบนร่างกาย,ແຜໃຫຍ່ ແລະ ແຕກຕ່າງຕາມຮ່າງກາຍ,vết loét lớn rõ rệt,明显的大疮,míngxiǎn de dà chuāng,ming4 hin2 dik1 daai6 cong1,,,,,,,,,,,,,,,,,,Original/sa_daauc.mp3,AI/sa_daauc_AI.mp3,
11147,sa'daem,noun,postage stamp,timbre-poste,แสตมป์,ສະແຕມໄປສະນີ,tem,邮票,yóupiào,jau4 piu3,,,,,,,,,,,,,,,,,English,Original/sa_daem.mp3,AI/sa_daem_AI.mp3,
11153,sa'eix,noun,business,entreprise,ธุรกิจ,ທຸລະກິດ,kinh doanh,生意,shēngyì,saang1 ji3,,,,,,,,,,,,,,,,,,Original/sa_eix.mp3,AI/sa_eix_AI.mp3,
11273,sa'laiz,adjective,ugly,laid,น่าเกลียด,ຂີ້ຮ້າຍ,xấu xí,丑,chǒu,cau2,,,,,,,,,,,,,,,,,,Original/sa_laiz.mp3,AI/sa_laiz_AI.mp3,
11274,sa'laiz,adjective,despicable,méprisable,น่ารังเกียจ,ໜ້າລັງກຽດ,đáng khinh,卑鄙,bēibǐ,bi1 bei2,,,,,,,,,,,,,,,,,,Original/sa_laiz.mp3,AI/sa_laiz_AI.mp3,
11275,sa'laiz,verb,to feel unworthy/low self-esteem due to poverty or poor clothing,se sentir indigne/avoir une faible estime de soi à cause de la pauvreté ou de vêtements de mauvaise qualité,รู้สึกว่าตนเองไม่มีคุณค่า/ขาดความมั่นใจในตนเองเนื่องจากความยากจนหรือการแต่งกายไม่เหมาะสม,ຮູ້ສຶກວ່າຕົນເອງບໍ່ມີຄ່າຄວນ/ຕໍ່າຍ້ອນຄວາມທຸກຍາກ ຫຼື ເຄື່ອງນຸ່ງຫົ່ມທີ່ບໍ່ດີ,tự ti,自卑,zìbēi,zi6 bei1,,,,,,,,,,,,,,,,,,Original/sa_laiz.mp3,AI/sa_laiz_AI.mp3,
11276,sa'laqc,noun,vowel,voyelle,สระ,ສະຫຼະ,nguyên âm,元音,yuányīn,jyun4 jam1,,,,,,,,,,,,,,,,,Lao,Original/sa_laqc.mp3,AI/sa_laqc_AI.mp3,
11277,sa'lengx,noun,Thai quarter coin,pièce de 25 cents thaïlandaise,เหรียญควอเตอร์ไทย,ຫຼຽນໄທ,đồng xu 25 satang,泰国一铢 quarter 硬币,Tàiguó yīzhū quarter yìngbì,taai3 gwok3 jat1 zyu1 quarter ngaang6 bai6,,,,,,,,,,,,,,,,,Thai,Original/sa_lengx.mp3,AI/sa_lengx_AI.mp3,
11278,sa'liav,adjective,shiftless,paresseux,ไร้ความรับผิดชอบ,ບໍ່ມີການປ່ຽນ,lười biếng,不务正业的,bùwùzhèngyè de,bat1 mou6 zing3 jip6 dik1,,,,,,,,,,,,,,,,,,Original/sa_liav.mp3,AI/sa_liav_AI.mp3,
11279,sa'liav,adjective,lazy,paresseux,ขี้เกียจ,ຂີ້ຄ້ານ,lười,懒,lǎn,laan5,,,,,,,,,,,,,,,,,,Original/sa_liav.mp3,AI/sa_liav_AI.mp3,
11280,sa'liav,adjective,idle,inactif,ว่าง,ຢູ່ລ້າໆ,vô ích,懒散,lǎn sǎn,laan5 saan2,,,,,,,,,,,,,,,,,,Original/sa_liav.mp3,AI/sa_liav_AI.mp3,
11281,sa'lorngc,adjective,slipshod,négligé,สะเปะสะปะ,ລື່ນໆ,cẩu thả,马虎的,mǎhu de,maa5 fu2 dik1,,,,,,,,,,,,,,,,,,Original/sa_lorngc.mp3,AI/sa_lorngc_AI.mp3,
11282,sa'lorngc,adverb,superficially,superficiellement,ผิวเผิน,ຢ່າງຜິວເຜີນ,một cách hời hợt,表面地,biǎomiàn de,biu2 min6 dei6,,,,,,,,,,,,,,,,,,Original/sa_lorngc.mp3,AI/sa_lorngc_AI.mp3,
11283,sa'lorngc,adverb,carelessly,négligemment,อย่างไม่ระมัดระวัง,ຢ່າງບໍ່ລະມັດລະວັງ,một cách cẩu thả,粗心地,cūxīn de,cou1 sam1 dei6,,,,,,,,,,,,,,,,,,Original/sa_lorngc.mp3,AI/sa_lorngc_AI.mp3,
11284,sa'lorngc japv,verb,to cut/harvest carelessly (need to redo),couper/récolter négligemment (à refaire),ตัด/เก็บเกี่ยวอย่างไม่ระมัดระวัง (ต้องทำใหม่),ຕັດ/ເກັບກ່ຽວຢ່າງບໍ່ລະມັດລະວັງ (ຈຳເປັນຕ້ອງເຮັດໃໝ່),thu hoạch cẩu thả,隨意收割,suíyì shōugē,ceoi4 ji3 sau1 got3,,,,,,,,,,,,,,,,,Thai,Original/sa_lorngc_japv.mp3,AI/sa_lorngc_japv_AI.mp3,
11285,sa'mbu,noun,soap,savon,สบู่,ສະບູ,xà phòng,肥皂,féizào,fei4 zou6,,,,,,,,,,,,,,,,,,Original/sa_mbu.mp3,AI/sa_mbu_AI.mp3,
11065,saa,adjective,spaced out,espacé,เหม่อลอย,ຫ່າງກັນ,được giãn cách,分散的,fēnsàn de,fan1 saan3 dik1,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11066,saa,adjective,sparse,clairsemé,เบาบาง,ບາງໆ,thưa thớt,稀疏,xīshū,hei1 se1,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11067,saa,noun,grit,grincer,ขบ,ຂີ້ຝຸ່ນ,sỏi,砂礫,shā lì,saa1 lik1,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11068,saa,noun,sand,sable,ทราย,ດິນຊາຍ,cát,沙子,shāzi,saa1 zi2,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11069,saa,noun,heatstroke,coup de chaleur,โรคลมแดด,ອາການເປັນลมແດດ,thiên đàng,天堂,tiān táng,tin1 tong4,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11070,saa,particle,marker of irritation/indignation,marqueur d'irritation/d'indignation,เครื่องหมายแสดงความไม่พอใจ/ความขุ่นเคือง,ເຄື່ອງໝາຍຂອງຄວາມລະຄາຍເຄືອງ/ຄວາມໂກດແຄ້ນ,dấu bực bội,愤慨标记,fènkǎi biāojì,fan6 hoi3 biu1 gei3,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11071,saa,particle,softener for request/invitation (genuine invitation),formule d'apaisement pour une demande/invitation (invitation authentique),คำพูดที่อ่อนโยนกว่าสำหรับคำขอ/คำเชิญ (คำเชิญอย่างเป็นทางการ),ນ້ຳຢາອ່ອນສຳລັບການຮ້ອງຂໍ/ການເຊີນ (ຄຳເຊີນແທ້),lời mời nhã nhặn,委婉邀请,wěiwǎn yāoqǐng,wai2 wun2 jiu1 cing2,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11072,saa,verb,to prepare kind of raw meat dish,préparer un plat de viande crue,เพื่อเตรียมอาหารประเภทเนื้อดิบ,ປຸງແຕ່ງອາຫານຊີ້ນດິບຊະນິດໜຶ່ງ,làm món thịt sống,製作生肉料理,zhì zuò shēng ròu liào lǐ,zai3 zok3 sang1 juk6 liu6 lei5,,,,,,,,,,,,,,,,,,Original/saa.mp3,AI/saa_AI.mp3,
11076,saa-dorngh,noun,sugar (granular or powdered),sucre (granulé ou en poudre),น้ำตาล (แบบเม็ดหรือแบบผง),ນ້ຳຕານ (ເມັດ ຫຼື ຜົງ),đường (hạt hoặc bột),糖（粒/粉）,táng (lì / fěn),tong4 (lap1 / fan2),,,,,,,,,,,,,,,,,,Original/saa_dorngh.mp3,AI/saa_dorngh_AI.mp3,
11077,saa-duang,adverb,among grains of sand,parmi les grains de sable,ท่ามกลางเม็ดทราย,ໃນບັນດາເມັດຊາຍ,giữa hạt cát,沙粒之间,shālì zhījiān,saa1 lap6 zi1 gaan1,,,,,,,,,,,,,,,,Literary,,Original/saa_duang.mp3,AI/saa_duang_AI.mp3,
11096,saa-lorngc,adjective,cursory,superficiel,คร่าวๆ,ແບບລ້າໆ,sơ sài,草率,cǎoshuài,cou2 seoi3,,,,,,,,,,,,,,,,,,Original/saa_lorngc.mp3,AI/saa_lorngc_AI.mp3,
11097,saa-lorngc,adjective,slipshod,négligé,สะเปะสะปะ,ລື່ນໆ,cẩu thả,马虎的,mǎhu de,maa5 fu2 dik1,,,,,,,,,,,,,,,,,,Original/saa_lorngc.mp3,AI/saa_lorngc_AI.mp3,
